"seatID","custID"
39658,"37XWI9W8CJOT"
39659,"37XWI9W8CJOT"
39660,"37XWI9W8CJOT"
39661,"37XWI9W8CJOT"
39662,"37XWI9W8CJOT"
39663,"37XWI9W8CJOT"
39664,"37XWI9W8CJOT"
39665,"37XWI9W8CJOT"
39666,"37XWI9W8CJOT"
39667,"37XWI9W8CJOT"
39668,"37XWI9W8CJOT"
39669,"37XWI9W8CJOT"
39670,"37XWI9W8CJOT"
39671,"37XWI9W8CJOT"
39672,"37XWI9W8CJOT"
39673,"37XWI9W8CJOT"
39674,"37XWI9W8CJOT"
39675,"37XWI9W8CJOT"
39676,"37XWI9W8CJOT"
39677,"37XWI9W8CJOT"
39678,"37XWI9W8CJOT"
39679,"37XWI9W8CJOT"
39680,"37XWI9W8CJOT"
39681,"37XWI9W8CJOT"
39682,"37XWI9W8CJOT"
39683,"37XWI9W8CJOT"
39684,"37XWI9W8CJOT"
39685,"37XWI9W8CJOT"
39686,"37XWI9W8CJOT"
39687,"37XWI9W8CJOT"
39688,"37XWI9W8CJOT"
39689,"37XWI9W8CJOT"
39690,"37XWI9W8CJOT"
39691,"37XWI9W8CJOT"
39692,"37XWI9W8CJOT"
39693,"37XWI9W8CJOT"
39694,"37XWI9W8CJOT"
39695,"37XWI9W8CJOT"
39696,"37XWI9W8CJOT"
39697,"37XWI9W8CJOT"
39698,"37XWI9W8CJOT"
39699,"37XWI9W8CJOT"
39700,"37XWI9W8CJOT"
39701,"37XWI9W8CJOT"
39702,"37XWI9W8CJOT"
39703,"37XWI9W8CJOT"
39704,"37XWI9W8CJOT"
39705,"37XWI9W8CJOT"
39706,"37XWI9W8CJOT"
39707,"37XWI9W8CJOT"
39708,"37XWI9W8CJOT"
39709,"37XWI9W8CJOT"
39710,"37XWI9W8CJOT"
39711,"37XWI9W8CJOT"
39712,"37XWI9W8CJOT"
39713,"37XWI9W8CJOT"
39714,"37XWI9W8CJOT"
39715,"37XWI9W8CJOT"
39716,"37XWI9W8CJOT"
39717,"37XWI9W8CJOT"
39718,"37XWI9W8CJOT"
39719,"37XWI9W8CJOT"
39720,"37XWI9W8CJOT"
39721,"37XWI9W8CJOT"
39722,"37XWI9W8CJOT"
39723,"37XWI9W8CJOT"
39724,"37XWI9W8CJOT"
39725,"37XWI9W8CJOT"
39726,"37XWI9W8CJOT"
39727,"37XWI9W8CJOT"
39728,"37XWI9W8CJOT"
39729,"37XWI9W8CJOT"
39730,"37XWI9W8CJOT"
39731,"37XWI9W8CJOT"
39732,"37XWI9W8CJOT"
39733,"37XWI9W8CJOT"
39734,"37XWI9W8CJOT"
39735,"37XWI9W8CJOT"
39736,"37XWI9W8CJOT"
39737,"37XWI9W8CJOT"
39738,"37XWI9W8CJOT"
39739,"37XWI9W8CJOT"
39740,"37XWI9W8CJOT"
39741,"37XWI9W8CJOT"
39742,"37XWI9W8CJOT"
39743,"37XWI9W8CJOT"
39744,"37XWI9W8CJOT"
39745,"37XWI9W8CJOT"
39746,"37XWI9W8CJOT"
39747,"37XWI9W8CJOT"
39748,"37XWI9W8CJOT"
39749,"37XWI9W8CJOT"
39750,"37XWI9W8CJOT"
39751,"37XWI9W8CJOT"
39752,"37XWI9W8CJOT"
34799,"28O6JP6NKOYJ"
34800,"28O6JP6NKOYJ"
30068,"8LFOIKXYHW5V"
30069,"8LFOIKXYHW5V"
30070,"8LFOIKXYHW5V"
30071,"8LFOIKXYHW5V"
30072,"8LFOIKXYHW5V"
30073,"8LFOIKXYHW5V"
30074,"8LFOIKXYHW5V"
30075,"8LFOIKXYHW5V"
44389,"YT1PBKNRCUOT"
44390,"YT1PBKNRCUOT"
44391,"YT1PBKNRCUOT"
44392,"YT1PBKNRCUOT"
44393,"YT1PBKNRCUOT"
44394,"YT1PBKNRCUOT"
44395,"YT1PBKNRCUOT"
44396,"YT1PBKNRCUOT"
44397,"YT1PBKNRCUOT"
44398,"YT1PBKNRCUOT"
44399,"YT1PBKNRCUOT"
44400,"YT1PBKNRCUOT"
44401,"YT1PBKNRCUOT"
44402,"YT1PBKNRCUOT"
44403,"YT1PBKNRCUOT"
44404,"YT1PBKNRCUOT"
44405,"YT1PBKNRCUOT"
44406,"YT1PBKNRCUOT"
44407,"YT1PBKNRCUOT"
44408,"YT1PBKNRCUOT"
14317,"N8IM6KIDLOB6"
14318,"N8IM6KIDLOB6"
15422,"FD8E71YODXKW"
15423,"FD8E71YODXKW"
15424,"FD8E71YODXKW"
15425,"FD8E71YODXKW"
32984,"Q0ZWZCJINT7E"
32985,"Q0ZWZCJINT7E"
32986,"Q0ZWZCJINT7E"
36691,"84ZSXXUEYSKT"
36692,"84ZSXXUEYSKT"
36693,"84ZSXXUEYSKT"
36694,"84ZSXXUEYSKT"
21893,"42KOOR76FKKL"
21894,"42KOOR76FKKL"
21895,"42KOOR76FKKL"
21896,"42KOOR76FKKL"
21897,"42KOOR76FKKL"
21898,"42KOOR76FKKL"
10100,"O4OCKFG5084Q"
10101,"O4OCKFG5084Q"
10102,"O4OCKFG5084Q"
10103,"O4OCKFG5084Q"
10104,"O4OCKFG5084Q"
10105,"O4OCKFG5084Q"
10106,"O4OCKFG5084Q"
10107,"O4OCKFG5084Q"
10108,"O4OCKFG5084Q"
10109,"O4OCKFG5084Q"
10110,"O4OCKFG5084Q"
10111,"O4OCKFG5084Q"
10112,"O4OCKFG5084Q"
10113,"O4OCKFG5084Q"
10114,"O4OCKFG5084Q"
10115,"O4OCKFG5084Q"
10116,"O4OCKFG5084Q"
10117,"O4OCKFG5084Q"
10118,"O4OCKFG5084Q"
10119,"O4OCKFG5084Q"
19448,"PEX3964PX4GY"
19449,"PEX3964PX4GY"
19450,"PEX3964PX4GY"
19451,"PEX3964PX4GY"
37455,"1DNQSDGUKHN5"
37456,"1DNQSDGUKHN5"
35398,"QVEJWDDNA1A2"
35399,"QVEJWDDNA1A2"
35400,"QVEJWDDNA1A2"
35401,"QVEJWDDNA1A2"
35402,"QVEJWDDNA1A2"
35403,"QVEJWDDNA1A2"
35404,"QVEJWDDNA1A2"
35405,"QVEJWDDNA1A2"
35406,"QVEJWDDNA1A2"
35407,"QVEJWDDNA1A2"
18877,"AJ0S0UCSJ5C6"
18878,"AJ0S0UCSJ5C6"
18879,"AJ0S0UCSJ5C6"
18880,"AJ0S0UCSJ5C6"
33799,"L829KOXE13JT"
33800,"L829KOXE13JT"
33801,"L829KOXE13JT"
33802,"L829KOXE13JT"
33803,"L829KOXE13JT"
33804,"L829KOXE13JT"
33805,"L829KOXE13JT"
33806,"L829KOXE13JT"
33807,"L829KOXE13JT"
33808,"L829KOXE13JT"
33809,"L829KOXE13JT"
33810,"L829KOXE13JT"
33811,"L829KOXE13JT"
33812,"L829KOXE13JT"
33813,"L829KOXE13JT"
33814,"L829KOXE13JT"
33815,"L829KOXE13JT"
33816,"L829KOXE13JT"
33817,"L829KOXE13JT"
33818,"L829KOXE13JT"
33819,"L829KOXE13JT"
33820,"L829KOXE13JT"
33821,"L829KOXE13JT"
33822,"L829KOXE13JT"
33823,"L829KOXE13JT"
7227,"N2IL32MPUI2L"
7228,"N2IL32MPUI2L"
7229,"N2IL32MPUI2L"
11884,"S5D5L3CGZWIZ"
11885,"S5D5L3CGZWIZ"
11886,"S5D5L3CGZWIZ"
11887,"S5D5L3CGZWIZ"
11888,"S5D5L3CGZWIZ"
11889,"S5D5L3CGZWIZ"
11890,"S5D5L3CGZWIZ"
11891,"S5D5L3CGZWIZ"
11892,"S5D5L3CGZWIZ"
11893,"S5D5L3CGZWIZ"
11894,"S5D5L3CGZWIZ"
11895,"S5D5L3CGZWIZ"
11896,"S5D5L3CGZWIZ"
11897,"S5D5L3CGZWIZ"
11898,"S5D5L3CGZWIZ"
11899,"S5D5L3CGZWIZ"
11900,"S5D5L3CGZWIZ"
11901,"S5D5L3CGZWIZ"
11902,"S5D5L3CGZWIZ"
11903,"S5D5L3CGZWIZ"
28384,"XXG4LZJRVOOB"
28385,"XXG4LZJRVOOB"
29455,"GMGFPFTCP008"
29456,"GMGFPFTCP008"
29457,"GMGFPFTCP008"
29930,"XZRNRR1A48LU"
29931,"XZRNRR1A48LU"
29932,"XZRNRR1A48LU"
29933,"XZRNRR1A48LU"
7448,"KDWOLXVJ94PR"
33456,"3T9X66WI7WD1"
33457,"3T9X66WI7WD1"
33458,"3T9X66WI7WD1"
33459,"3T9X66WI7WD1"
11730,"H1K29IZL90CO"
11731,"H1K29IZL90CO"
11732,"H1K29IZL90CO"
11733,"H1K29IZL90CO"
16309,"LHOD4VHROTZN"
16310,"LHOD4VHROTZN"
18428,"6FZOE866UWAU"
18429,"6FZOE866UWAU"
19927,"TA40UU7CQ3KU"
19928,"TA40UU7CQ3KU"
19929,"TA40UU7CQ3KU"
19930,"TA40UU7CQ3KU"
36031,"XF2B1GAVLMUG"
26585,"132ZEJBJGCT5"
26586,"132ZEJBJGCT5"
26587,"132ZEJBJGCT5"
19113,"RBSGD74BXCOS"
19114,"RBSGD74BXCOS"
19115,"RBSGD74BXCOS"
19116,"RBSGD74BXCOS"
4669,"9O29H32KGU42"
4670,"9O29H32KGU42"
4671,"9O29H32KGU42"
37144,"LEQ8NB4PAYBY"
37145,"LEQ8NB4PAYBY"
35232,"2GQBNRWCYVX2"
35233,"2GQBNRWCYVX2"
4686,"0EYDZHV1K31W"
5077,"QPWX3GLMDFEE"
5078,"QPWX3GLMDFEE"
17898,"TFUWPN778N1N"
17899,"TFUWPN778N1N"
17900,"TFUWPN778N1N"
17901,"TFUWPN778N1N"
17902,"TFUWPN778N1N"
17903,"TFUWPN778N1N"
17904,"TFUWPN778N1N"
17905,"TFUWPN778N1N"
17906,"TFUWPN778N1N"
17907,"TFUWPN778N1N"
17908,"TFUWPN778N1N"
17909,"TFUWPN778N1N"
17910,"TFUWPN778N1N"
17911,"TFUWPN778N1N"
17912,"TFUWPN778N1N"
17913,"TFUWPN778N1N"
17914,"TFUWPN778N1N"
17915,"TFUWPN778N1N"
17916,"TFUWPN778N1N"
17917,"TFUWPN778N1N"
34267,"1N3VXPZXKDYF"
36036,"SQFDYGKJZHUY"
11610,"35BGUEQ2RYUE"
11611,"35BGUEQ2RYUE"
5004,"VOBF9ASOXNCD"
5005,"VOBF9ASOXNCD"
5006,"VOBF9ASOXNCD"
5007,"VOBF9ASOXNCD"
19919,"TLESWGE87O0Q"
19920,"TLESWGE87O0Q"
19921,"TLESWGE87O0Q"
19922,"TLESWGE87O0Q"
40811,"FV0Q6SZLDWJL"
40812,"FV0Q6SZLDWJL"
40813,"FV0Q6SZLDWJL"
40814,"FV0Q6SZLDWJL"
40815,"FV0Q6SZLDWJL"
40816,"FV0Q6SZLDWJL"
40817,"FV0Q6SZLDWJL"
40818,"FV0Q6SZLDWJL"
40819,"FV0Q6SZLDWJL"
40820,"FV0Q6SZLDWJL"
40821,"FV0Q6SZLDWJL"
40822,"FV0Q6SZLDWJL"
40823,"FV0Q6SZLDWJL"
40824,"FV0Q6SZLDWJL"
40825,"FV0Q6SZLDWJL"
40826,"FV0Q6SZLDWJL"
40827,"FV0Q6SZLDWJL"
40828,"FV0Q6SZLDWJL"
40829,"FV0Q6SZLDWJL"
40830,"FV0Q6SZLDWJL"
40831,"FV0Q6SZLDWJL"
40832,"FV0Q6SZLDWJL"
40833,"FV0Q6SZLDWJL"
40834,"FV0Q6SZLDWJL"
40835,"FV0Q6SZLDWJL"
40836,"FV0Q6SZLDWJL"
40837,"FV0Q6SZLDWJL"
40838,"FV0Q6SZLDWJL"
40839,"FV0Q6SZLDWJL"
40840,"FV0Q6SZLDWJL"
36491,"V1COEJJTKQME"
36492,"V1COEJJTKQME"
39334,"XU8LH4O69NZS"
5896,"5OG1EFAH6IPD"
5897,"5OG1EFAH6IPD"
5898,"5OG1EFAH6IPD"
23998,"QF8D64DG35Q3"
17755,"B1MD7YQV1CI0"
19548,"AFO88ZTTTQ90"
19549,"AFO88ZTTTQ90"
19550,"AFO88ZTTTQ90"
19551,"AFO88ZTTTQ90"
35741,"IGY2YK4PJ0EH"
35742,"IGY2YK4PJ0EH"
35743,"IGY2YK4PJ0EH"
35744,"IGY2YK4PJ0EH"
35745,"IGY2YK4PJ0EH"
18425,"DXQBIWVIJ5WW"
8132,"WMX4EYGDVH81"
8133,"WMX4EYGDVH81"
8134,"WMX4EYGDVH81"
8135,"WMX4EYGDVH81"
8136,"WMX4EYGDVH81"
8137,"WMX4EYGDVH81"
8138,"WMX4EYGDVH81"
8139,"WMX4EYGDVH81"
8140,"WMX4EYGDVH81"
8141,"WMX4EYGDVH81"
8142,"WMX4EYGDVH81"
8143,"WMX4EYGDVH81"
8144,"WMX4EYGDVH81"
8145,"WMX4EYGDVH81"
8146,"WMX4EYGDVH81"
8147,"WMX4EYGDVH81"
8148,"WMX4EYGDVH81"
8149,"WMX4EYGDVH81"
8150,"WMX4EYGDVH81"
8151,"WMX4EYGDVH81"
8152,"WMX4EYGDVH81"
8153,"WMX4EYGDVH81"
8154,"WMX4EYGDVH81"
8155,"WMX4EYGDVH81"
8156,"WMX4EYGDVH81"
5748,"SISN0XVIMT7Q"
5749,"SISN0XVIMT7Q"
20260,"FSGERBKEVSV7"
20261,"FSGERBKEVSV7"
20262,"FSGERBKEVSV7"
20263,"FSGERBKEVSV7"
20264,"FSGERBKEVSV7"
20265,"FSGERBKEVSV7"
20266,"FSGERBKEVSV7"
20267,"FSGERBKEVSV7"
20268,"FSGERBKEVSV7"
20269,"FSGERBKEVSV7"
20270,"FSGERBKEVSV7"
20271,"FSGERBKEVSV7"
20272,"FSGERBKEVSV7"
20273,"FSGERBKEVSV7"
20274,"FSGERBKEVSV7"
20275,"FSGERBKEVSV7"
20276,"FSGERBKEVSV7"
20277,"FSGERBKEVSV7"
20278,"FSGERBKEVSV7"
20279,"FSGERBKEVSV7"
20280,"FSGERBKEVSV7"
20281,"FSGERBKEVSV7"
20282,"FSGERBKEVSV7"
20283,"FSGERBKEVSV7"
20284,"FSGERBKEVSV7"
20285,"FSGERBKEVSV7"
20286,"FSGERBKEVSV7"
20287,"FSGERBKEVSV7"
20288,"FSGERBKEVSV7"
20289,"FSGERBKEVSV7"
42144,"E3YB7PRHHMNL"
42145,"E3YB7PRHHMNL"
42146,"E3YB7PRHHMNL"
42147,"E3YB7PRHHMNL"
42148,"E3YB7PRHHMNL"
42149,"E3YB7PRHHMNL"
42150,"E3YB7PRHHMNL"
42151,"E3YB7PRHHMNL"
42152,"E3YB7PRHHMNL"
42153,"E3YB7PRHHMNL"
1212,"K40ZJSTYHJDC"
1213,"K40ZJSTYHJDC"
32458,"12ASZKE3JC5O"
32459,"12ASZKE3JC5O"
32460,"12ASZKE3JC5O"
32461,"12ASZKE3JC5O"
8278,"Y5YTI95OSE4C"
8279,"Y5YTI95OSE4C"
8280,"Y5YTI95OSE4C"
8281,"Y5YTI95OSE4C"
42799,"5H6EE6DXQ4NN"
24870,"VWEX0W4DAOEB"
24871,"VWEX0W4DAOEB"
24872,"VWEX0W4DAOEB"
24873,"VWEX0W4DAOEB"
24874,"VWEX0W4DAOEB"
24875,"VWEX0W4DAOEB"
24876,"VWEX0W4DAOEB"
24877,"VWEX0W4DAOEB"
24878,"VWEX0W4DAOEB"
24879,"VWEX0W4DAOEB"
24880,"VWEX0W4DAOEB"
24881,"VWEX0W4DAOEB"
24882,"VWEX0W4DAOEB"
24883,"VWEX0W4DAOEB"
24884,"VWEX0W4DAOEB"
24885,"VWEX0W4DAOEB"
24886,"VWEX0W4DAOEB"
24887,"VWEX0W4DAOEB"
24888,"VWEX0W4DAOEB"
24889,"VWEX0W4DAOEB"
12952,"RU8CHRG3L0QP"
12953,"RU8CHRG3L0QP"
12954,"RU8CHRG3L0QP"
12955,"RU8CHRG3L0QP"
12956,"RU8CHRG3L0QP"
12957,"RU8CHRG3L0QP"
12958,"RU8CHRG3L0QP"
12959,"RU8CHRG3L0QP"
12960,"RU8CHRG3L0QP"
12961,"RU8CHRG3L0QP"
12962,"RU8CHRG3L0QP"
12963,"RU8CHRG3L0QP"
12964,"RU8CHRG3L0QP"
12965,"RU8CHRG3L0QP"
12966,"RU8CHRG3L0QP"
12967,"RU8CHRG3L0QP"
12968,"RU8CHRG3L0QP"
12969,"RU8CHRG3L0QP"
12970,"RU8CHRG3L0QP"
12971,"RU8CHRG3L0QP"
42142,"4T2PA8HHAF4V"
42143,"4T2PA8HHAF4V"
168,"2ODKFIJAFE93"
169,"2ODKFIJAFE93"
170,"2ODKFIJAFE93"
171,"2ODKFIJAFE93"
172,"2ODKFIJAFE93"
173,"2ODKFIJAFE93"
174,"2ODKFIJAFE93"
175,"2ODKFIJAFE93"
176,"2ODKFIJAFE93"
177,"2ODKFIJAFE93"
38515,"W6CTSKD4VWAC"
14255,"WO0JOS19MN6W"
14256,"WO0JOS19MN6W"
14257,"WO0JOS19MN6W"
14258,"WO0JOS19MN6W"
14259,"WO0JOS19MN6W"
14260,"WO0JOS19MN6W"
14261,"WO0JOS19MN6W"
14262,"WO0JOS19MN6W"
14263,"WO0JOS19MN6W"
14264,"WO0JOS19MN6W"
14265,"WO0JOS19MN6W"
14266,"WO0JOS19MN6W"
14267,"WO0JOS19MN6W"
14268,"WO0JOS19MN6W"
14269,"WO0JOS19MN6W"
14270,"WO0JOS19MN6W"
14271,"WO0JOS19MN6W"
14272,"WO0JOS19MN6W"
14273,"WO0JOS19MN6W"
14274,"WO0JOS19MN6W"
34093,"2IU7BH2VA2YB"
34094,"2IU7BH2VA2YB"
34095,"2IU7BH2VA2YB"
34096,"2IU7BH2VA2YB"
34097,"2IU7BH2VA2YB"
34098,"2IU7BH2VA2YB"
34099,"2IU7BH2VA2YB"
34100,"2IU7BH2VA2YB"
34101,"2IU7BH2VA2YB"
33315,"ABQULKQTZF1J"
33316,"ABQULKQTZF1J"
33317,"ABQULKQTZF1J"
33318,"ABQULKQTZF1J"
33319,"ABQULKQTZF1J"
33320,"ABQULKQTZF1J"
33321,"ABQULKQTZF1J"
33322,"ABQULKQTZF1J"
33323,"ABQULKQTZF1J"
33324,"ABQULKQTZF1J"
33325,"ABQULKQTZF1J"
33326,"ABQULKQTZF1J"
33327,"ABQULKQTZF1J"
33328,"ABQULKQTZF1J"
33329,"ABQULKQTZF1J"
33330,"ABQULKQTZF1J"
33331,"ABQULKQTZF1J"
33332,"ABQULKQTZF1J"
33333,"ABQULKQTZF1J"
33334,"ABQULKQTZF1J"
36998,"TZQLQ82RPPHI"
36999,"TZQLQ82RPPHI"
31727,"PXVPBW2BWG6E"
31728,"PXVPBW2BWG6E"
31729,"PXVPBW2BWG6E"
31730,"PXVPBW2BWG6E"
4063,"VX4CKD9JFOXJ"
4064,"VX4CKD9JFOXJ"
