repID,call,revenue
9GZT5Z5AOMKV,1,3122.818909760248
S0Y0Y2454IU2,5,430.7890397397583
YOZ51B6A2QMB,2,0
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,2,0
QO0YHBN8KRMK,4,1627.1558742746374
MBT9G0X70NTI,4,3255.0984772194797
QTR3JJJ5J6GJ,3,4193.727089434262
HOMV3XQW32LW,3,3159.287424467992
RJ7CCATUH4Q1,5,0
9GZT5Z5AOMKV,3,3268.210858381584
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,3,551.7591962106775
0LK62LATB8E3,4,0
QO0YHBN8KRMK,1,0
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,3,0
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,4,2816.1784560251904
S0Y0Y2454IU2,1,3229.0250193770303
YOZ51B6A2QMB,3,3034.5210373251543
AFA0Z9M2M4LQ,4,2140.4587489741557
0LK62LATB8E3,4,2240.482647638419
QO0YHBN8KRMK,2,0
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,2,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,4,0
QO0YHBN8KRMK,1,3108.2153609758284
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,3,3182.1021339941826
HOMV3XQW32LW,2,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,2,3824.6127854955043
S0Y0Y2454IU2,1,3037.813047593988
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,1,2025.503328734446
0LK62LATB8E3,1,580.874825993946
QO0YHBN8KRMK,2,2092.9707052058193
MBT9G0X70NTI,4,3803.0028469736917
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,1,3301.639935035053
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,3,2285.3882470376307
QO0YHBN8KRMK,1,2483.643676440337
MBT9G0X70NTI,2,1973.9775362394948
QTR3JJJ5J6GJ,3,3352.9988300217447
HOMV3XQW32LW,3,2125.281457270877
RJ7CCATUH4Q1,4,2911.2517056772217
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,1,2716.2659730207465
YOZ51B6A2QMB,5,0
AFA0Z9M2M4LQ,1,0
0LK62LATB8E3,2,0
QO0YHBN8KRMK,3,502.1171380751917
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,3,2678.27231582441
RJ7CCATUH4Q1,1,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,2,3063.100843321571
YOZ51B6A2QMB,2,3832.094662053173
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,5,2354.3682323063654
QO0YHBN8KRMK,1,2897.0826120127404
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,5,0
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,5,574.0376962489272
YOZ51B6A2QMB,2,2760.0407001031685
AFA0Z9M2M4LQ,3,1503.5199565418466
0LK62LATB8E3,3,2602.6982081380356
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,3,3781.2586187190104
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,1,0
YOZ51B6A2QMB,2,0
AFA0Z9M2M4LQ,1,3115.5663015006594
0LK62LATB8E3,3,0
QO0YHBN8KRMK,3,3700.325198301377
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,3,0
HOMV3XQW32LW,2,2257.363899748896
RJ7CCATUH4Q1,3,770.2402842065551
9GZT5Z5AOMKV,1,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,1,0
0LK62LATB8E3,2,0
QO0YHBN8KRMK,3,3552.440156917949
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,1,2171.9810418647257
RJ7CCATUH4Q1,2,556.5834590103957
9GZT5Z5AOMKV,3,4636.8355226253625
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,1,3060.50184882976
0LK62LATB8E3,2,0
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,2,2974.3814528781386
HOMV3XQW32LW,2,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,1,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,1,0
AFA0Z9M2M4LQ,3,3249.6763811732967
0LK62LATB8E3,3,0
QO0YHBN8KRMK,4,3352.5608454851144
MBT9G0X70NTI,2,519.9236389508869
QTR3JJJ5J6GJ,1,0
HOMV3XQW32LW,3,2991.9308307605907
RJ7CCATUH4Q1,1,1979.079281443525
9GZT5Z5AOMKV,5,3991.407878069899
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,1,3523.7564465610694
AFA0Z9M2M4LQ,3,4169.0891187937805
0LK62LATB8E3,1,3583.2105298862916
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,4,3467.1822116274043
RJ7CCATUH4Q1,3,2308.8034557914466
9GZT5Z5AOMKV,2,4023.0579385983374
S0Y0Y2454IU2,3,2694.8763634625416
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,3,0
QO0YHBN8KRMK,3,435.19419299431695
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,2,2054.1128641747664
HOMV3XQW32LW,2,4568.621222449864
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,5,1601.2041986660795
S0Y0Y2454IU2,2,2172.796369413424
YOZ51B6A2QMB,5,545.4288281099386
AFA0Z9M2M4LQ,1,2536.4652069714402
0LK62LATB8E3,3,3901.411393891982
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,3,0
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,5,2566.0696355695295
9GZT5Z5AOMKV,3,2826.8782369186374
S0Y0Y2454IU2,2,2746.1125543728194
YOZ51B6A2QMB,4,3471.3913503806048
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,2,3154.15953931884
QO0YHBN8KRMK,4,3253.0408596182556
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,2,4691.00156750925
HOMV3XQW32LW,1,2778.107706558161
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,5,3474.910289190923
S0Y0Y2454IU2,4,2850.383099562913
YOZ51B6A2QMB,2,0
AFA0Z9M2M4LQ,1,3312.1582602065264
0LK62LATB8E3,4,3356.2955805533293
QO0YHBN8KRMK,3,3027.419073004847
MBT9G0X70NTI,3,2810.1127145697105
QTR3JJJ5J6GJ,2,4064.8597097662555
HOMV3XQW32LW,1,2924.6173220807855
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,1,3325.5437259006503
YOZ51B6A2QMB,2,4729.13025911162
AFA0Z9M2M4LQ,3,1630.5026604937138
0LK62LATB8E3,1,1976.873643878835
QO0YHBN8KRMK,2,2141.496324570789
MBT9G0X70NTI,1,3877.145225985865
QTR3JJJ5J6GJ,3,1665.4025459671961
HOMV3XQW32LW,3,3287.6036892752963
RJ7CCATUH4Q1,2,2297.817846627613
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,3,2937.548780327089
AFA0Z9M2M4LQ,5,1980.0902919715518
0LK62LATB8E3,1,0
QO0YHBN8KRMK,2,3788.172046127916
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,2,459.39097146717995
HOMV3XQW32LW,4,0
RJ7CCATUH4Q1,1,3275.75551956021
9GZT5Z5AOMKV,2,2971.648110451546
S0Y0Y2454IU2,3,11179.100230782675
YOZ51B6A2QMB,5,0
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,2,3311.285092471464
QO0YHBN8KRMK,1,1958.870534868987
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,4,1088.589885281014
HOMV3XQW32LW,3,4010.0511078983054
RJ7CCATUH4Q1,2,2747.0566752738064
9GZT5Z5AOMKV,4,2208.8130316051006
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,1,2653.118587121628
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,2,0
QO0YHBN8KRMK,3,3069.7090216572233
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,4,2506.378371088217
RJ7CCATUH4Q1,2,2390.5741965858783
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,1,0
YOZ51B6A2QMB,2,3983.0228148851998
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,1,3076.682869923201
QO0YHBN8KRMK,5,2018.3480914775982
MBT9G0X70NTI,5,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,4,622.5302037088766
RJ7CCATUH4Q1,1,0
9GZT5Z5AOMKV,1,0
S0Y0Y2454IU2,1,1803.7419576115065
YOZ51B6A2QMB,2,4025.7976516159906
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,3,3464.1907789262023
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,4,3477.487740000804
QTR3JJJ5J6GJ,2,3046.2180754150672
HOMV3XQW32LW,3,2436.6677581777976
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,5,3667.3801370530805
AFA0Z9M2M4LQ,4,2594.8049715288885
0LK62LATB8E3,4,3941.500884407484
QO0YHBN8KRMK,4,4130.736749969153
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,2,3206.0963488261787
HOMV3XQW32LW,5,0
RJ7CCATUH4Q1,1,0
9GZT5Z5AOMKV,4,0
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,4,3220.0816249473146
AFA0Z9M2M4LQ,4,3694.5303501862168
0LK62LATB8E3,3,3188.9824739322676
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,3,3104.153205284258
QTR3JJJ5J6GJ,3,3059.191373089392
HOMV3XQW32LW,1,3864.510304182214
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,2,3148.0370580104577
0LK62LATB8E3,2,0
QO0YHBN8KRMK,1,0
MBT9G0X70NTI,2,2585.938555770955
QTR3JJJ5J6GJ,1,387.92515063617935
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,3,3172.358000769989
9GZT5Z5AOMKV,3,595.0993403648097
S0Y0Y2454IU2,1,0
YOZ51B6A2QMB,3,3535.3744974054853
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,4,3913.673048650407
QO0YHBN8KRMK,3,3748.52431691969
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,2,0
HOMV3XQW32LW,3,2444.605839091896
RJ7CCATUH4Q1,4,2546.8647395773355
9GZT5Z5AOMKV,1,4283.482541650817
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,3,2170.654532528509
0LK62LATB8E3,2,0
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,4,4389.145546423928
QTR3JJJ5J6GJ,2,375.53232258752394
HOMV3XQW32LW,1,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,1,3308.173340301156
YOZ51B6A2QMB,5,0
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,2,0
QO0YHBN8KRMK,2,0
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,4,4094.466539318112
HOMV3XQW32LW,3,2892.627617973159
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,1,0
S0Y0Y2454IU2,1,0
YOZ51B6A2QMB,1,3482.611932183251
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,3,0
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,4,0
QTR3JJJ5J6GJ,1,0
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,2,2566.792903651266
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,2,2448.9329858266165
AFA0Z9M2M4LQ,3,2556.558960513886
0LK62LATB8E3,3,0
QO0YHBN8KRMK,3,4631.53613656668
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,5,0
HOMV3XQW32LW,3,4402.849144631386
RJ7CCATUH4Q1,1,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,4,0
QO0YHBN8KRMK,2,2749.402570562043
MBT9G0X70NTI,5,0
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,2,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,3,2881.03059209373
YOZ51B6A2QMB,4,3297.670781562485
AFA0Z9M2M4LQ,4,0
0LK62LATB8E3,2,3518.3041670189814
QO0YHBN8KRMK,3,582.5273352143003
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,4,1999.007027198712
HOMV3XQW32LW,5,2601.1023187659894
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,1,3963.012744408015
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,3,3130.0969482649703
AFA0Z9M2M4LQ,1,794.5367639294295
0LK62LATB8E3,1,0
QO0YHBN8KRMK,1,0
MBT9G0X70NTI,2,466.8734053504727
QTR3JJJ5J6GJ,3,4652.880584102499
HOMV3XQW32LW,1,0
RJ7CCATUH4Q1,1,2942.3575609208856
9GZT5Z5AOMKV,1,0
S0Y0Y2454IU2,4,1690.7142675688478
YOZ51B6A2QMB,3,3437.0959704373
AFA0Z9M2M4LQ,1,1945.3875584135778
0LK62LATB8E3,2,3576.8402436913384
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,3,502.55313467921445
QTR3JJJ5J6GJ,2,2960.6409315217443
HOMV3XQW32LW,1,2896.683120572048
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,2,3287.1515617734035
S0Y0Y2454IU2,1,3124.5222192762913
YOZ51B6A2QMB,4,4091.585858936021
AFA0Z9M2M4LQ,2,3415.3483841200746
0LK62LATB8E3,4,0
QO0YHBN8KRMK,2,4197.415232948594
MBT9G0X70NTI,2,1930.4001716381595
QTR3JJJ5J6GJ,1,3265.4269876745348
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,4,0
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,5,2303.6033034882776
0LK62LATB8E3,3,1196.3308210843095
QO0YHBN8KRMK,3,3420.3160252518496
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,3,4775.596836964758
HOMV3XQW32LW,1,0
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,3,2422.684498753687
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,1,4275.069351131296
0LK62LATB8E3,2,0
QO0YHBN8KRMK,4,2240.8764190941533
MBT9G0X70NTI,3,3362.6828245022234
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,2,2366.5226536931905
RJ7CCATUH4Q1,4,4499.569924718707
9GZT5Z5AOMKV,4,3236.5697987760814
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,1,2751.3945481800984
AFA0Z9M2M4LQ,1,0
0LK62LATB8E3,3,4020.5262582496816
QO0YHBN8KRMK,1,0
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,1,507.8148079832062
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,4,3016.503294576999
YOZ51B6A2QMB,3,1587.3105501460582
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,5,2207.401239327176
QO0YHBN8KRMK,1,46883.043574227115
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,3,0
HOMV3XQW32LW,5,0
RJ7CCATUH4Q1,3,4630.9168787675735
9GZT5Z5AOMKV,2,3002.902434963501
S0Y0Y2454IU2,2,2737.5771276623996
YOZ51B6A2QMB,1,0
AFA0Z9M2M4LQ,2,0
0LK62LATB8E3,5,0
QO0YHBN8KRMK,3,2056.0317624909267
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,1,8500.46592807006
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,4,3067.018282688929
S0Y0Y2454IU2,2,0
YOZ51B6A2QMB,1,2456.6235189669305
AFA0Z9M2M4LQ,5,3745.7037211802776
0LK62LATB8E3,5,2620.0956927699945
QO0YHBN8KRMK,3,386.3218387130731
MBT9G0X70NTI,3,3788.9113334466447
QTR3JJJ5J6GJ,1,0
HOMV3XQW32LW,1,0
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,3,2335.7797314057816
S0Y0Y2454IU2,3,472.7896981706962
YOZ51B6A2QMB,3,0
AFA0Z9M2M4LQ,3,3788.566478017628
0LK62LATB8E3,2,4167.215744469579
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,1,4235.069570281019
QTR3JJJ5J6GJ,4,607.4031393461862
HOMV3XQW32LW,2,2243.6629156272493
RJ7CCATUH4Q1,1,2720.4642999696907
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,1,3618.6164743743057
YOZ51B6A2QMB,1,0
AFA0Z9M2M4LQ,2,3296.0318734595126
0LK62LATB8E3,3,3384.5228378726015
QO0YHBN8KRMK,5,0
MBT9G0X70NTI,1,0
QTR3JJJ5J6GJ,1,11846.260614224751
HOMV3XQW32LW,5,0
RJ7CCATUH4Q1,5,2071.7605412498688
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,3,3122.253250820036
YOZ51B6A2QMB,1,2085.3798080030856
AFA0Z9M2M4LQ,2,4365.010026125139
0LK62LATB8E3,5,0
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,1,3300.143827749329
QTR3JJJ5J6GJ,4,0
HOMV3XQW32LW,4,2584.2380579581154
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,2,2723.3075191211265
S0Y0Y2454IU2,4,0
YOZ51B6A2QMB,5,1760.9276847817598
AFA0Z9M2M4LQ,4,471.11262248611877
0LK62LATB8E3,1,0
QO0YHBN8KRMK,3,42672.75010510562
MBT9G0X70NTI,1,4211.303985715027
QTR3JJJ5J6GJ,3,2445.2958718895115
HOMV3XQW32LW,4,2651.723358334909
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,2,2330.993236263131
S0Y0Y2454IU2,5,0
YOZ51B6A2QMB,1,0
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,3,3936.455887236008
QO0YHBN8KRMK,2,0
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,2,1924.4328732445324
HOMV3XQW32LW,1,4003.9428240452567
RJ7CCATUH4Q1,4,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,2,2416.353554714991
YOZ51B6A2QMB,4,3585.4452266390767
AFA0Z9M2M4LQ,2,2030.6209905613705
0LK62LATB8E3,1,3854.5719518047276
QO0YHBN8KRMK,3,0
MBT9G0X70NTI,2,0
QTR3JJJ5J6GJ,2,3284.6424764855888
HOMV3XQW32LW,3,0
RJ7CCATUH4Q1,4,3446.7513770356827
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,4,2306.4738255450466
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,3,2694.4662335071966
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,4,3136.1105147831245
QTR3JJJ5J6GJ,4,2825.3093154226053
HOMV3XQW32LW,4,3869.59938704413
RJ7CCATUH4Q1,1,502.92784202792467
9GZT5Z5AOMKV,3,0
S0Y0Y2454IU2,2,2924.9816974704577
YOZ51B6A2QMB,4,0
AFA0Z9M2M4LQ,5,0
0LK62LATB8E3,3,3230.428694203064
QO0YHBN8KRMK,2,0
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,3,0
HOMV3XQW32LW,2,0
RJ7CCATUH4Q1,3,0
9GZT5Z5AOMKV,3,3268.8212529808557
S0Y0Y2454IU2,1,0
YOZ51B6A2QMB,1,0
AFA0Z9M2M4LQ,2,3176.55648694319
0LK62LATB8E3,2,0
QO0YHBN8KRMK,4,0
MBT9G0X70NTI,4,3202.520263585256
QTR3JJJ5J6GJ,2,1523.7847818875523
HOMV3XQW32LW,3,3294.7914825391495
RJ7CCATUH4Q1,3,3210.05169749962
9GZT5Z5AOMKV,5,0
S0Y0Y2454IU2,4,1422.664047787174
YOZ51B6A2QMB,2,2907.3917939436824
AFA0Z9M2M4LQ,3,0
0LK62LATB8E3,1,0
QO0YHBN8KRMK,1,4029.954563672789
MBT9G0X70NTI,3,0
QTR3JJJ5J6GJ,2,2975.9433565851127
HOMV3XQW32LW,3,2674.436778296162
RJ7CCATUH4Q1,2,0
9GZT5Z5AOMKV,2,0
S0Y0Y2454IU2,3,0
YOZ51B6A2QMB,4,2425.666226732988
AFA0Z9M2M4LQ,4,0
