seatID,section,sectionNumber,rowNumber,seatNumber,seasonPrice,groupPrice,singlePrice
228,4,1,2,2,140,147,161
229,4,1,2,3,140,147,161
230,4,1,2,4,140,147,161
231,4,1,2,5,140,147,161
232,4,1,2,6,140,147,161
233,4,1,2,7,140,147,161
234,4,1,2,8,140,147,161
235,4,1,2,9,140,147,161
236,4,1,2,10,140,147,161
237,4,1,2,11,140,147,161
238,4,1,3,1,140,147,161
239,4,1,3,2,140,147,161
240,4,1,3,3,140,147,161
241,4,1,3,4,140,147,161
242,4,1,3,5,140,147,161
243,4,1,3,6,140,147,161
244,4,1,3,7,140,147,161
245,4,1,3,8,140,147,161
246,4,1,3,9,140,147,161
247,4,1,3,10,140,147,161
248,4,1,3,11,140,147,161
249,4,1,4,1,140,147,161
250,4,1,4,2,140,147,161
251,4,1,4,3,140,147,161
252,4,1,4,4,140,147,161
253,4,1,4,5,140,147,161
254,4,1,4,6,140,147,161
255,4,1,4,7,140,147,161
256,4,1,4,8,140,147,161
257,4,1,4,9,140,147,161
258,4,1,4,10,140,147,161
259,4,1,4,11,140,147,161
260,4,1,5,1,140,147,161
261,4,1,5,2,140,147,161
262,4,1,5,3,140,147,161
263,4,1,5,4,140,147,161
264,4,1,5,5,140,147,161
265,4,1,5,6,140,147,161
266,4,1,5,7,140,147,161
267,4,1,5,8,140,147,161
268,4,1,5,9,140,147,161
269,4,1,5,10,140,147,161
270,4,1,5,11,140,147,161
271,4,1,6,1,140,147,161
272,4,1,6,2,140,147,161
273,4,1,6,3,140,147,161
274,4,1,6,4,140,147,161
275,4,1,6,5,140,147,161
276,4,1,6,6,140,147,161
277,4,1,6,7,140,147,161
278,4,1,6,8,140,147,161
279,4,1,6,9,140,147,161
280,4,1,6,10,140,147,161
281,4,1,6,11,140,147,161
282,4,1,7,1,140,147,161
283,4,1,7,2,140,147,161
284,4,1,7,3,140,147,161
285,4,1,7,4,140,147,161
286,4,1,7,5,140,147,161
287,4,1,7,6,140,147,161
288,4,1,7,7,140,147,161
289,4,1,7,8,140,147,161
290,4,1,7,9,140,147,161
291,4,1,7,10,140,147,161
292,4,1,7,11,140,147,161
293,4,1,8,1,140,147,161
294,4,1,8,2,140,147,161
295,4,1,8,3,140,147,161
296,4,1,8,4,140,147,161
297,4,1,8,5,140,147,161
298,4,1,8,6,140,147,161
299,4,1,8,7,140,147,161
300,4,1,8,8,140,147,161
301,4,1,8,9,140,147,161
302,4,1,8,10,140,147,161
303,4,1,8,11,140,147,161
304,4,1,9,1,140,147,161
305,4,1,9,2,140,147,161
306,4,1,9,3,140,147,161
307,4,1,9,4,140,147,161
308,4,1,9,5,140,147,161
309,4,1,9,6,140,147,161
310,4,1,9,7,140,147,161
311,4,1,9,8,140,147,161
312,4,1,9,9,140,147,161
313,4,1,9,10,140,147,161
314,4,1,9,11,140,147,161
315,4,1,10,1,140,147,161
316,4,1,10,2,140,147,161
317,4,1,10,3,140,147,161
318,4,1,10,4,140,147,161
319,4,1,10,5,140,147,161
320,4,1,10,6,140,147,161
321,4,1,10,7,140,147,161
322,4,1,10,8,140,147,161
323,4,1,10,9,140,147,161
324,4,1,10,10,140,147,161
325,4,1,10,11,140,147,161
326,4,1,11,1,140,147,161
327,4,1,11,2,140,147,161
328,4,1,11,3,140,147,161
329,4,1,11,4,140,147,161
330,4,1,11,5,140,147,161
331,4,1,11,6,140,147,161
332,4,1,11,7,140,147,161
333,4,1,11,8,140,147,161
334,4,1,11,9,140,147,161
335,4,1,11,10,140,147,161
336,4,1,11,11,140,147,161
337,4,1,12,1,140,147,161
338,4,1,12,2,140,147,161
339,4,1,12,3,140,147,161
340,4,1,12,4,140,147,161
341,4,1,12,5,140,147,161
342,4,1,12,6,140,147,161
343,4,1,12,7,140,147,161
344,4,1,12,8,140,147,161
345,4,1,12,9,140,147,161
346,4,1,12,10,140,147,161
347,4,1,12,11,140,147,161
348,5,1,1,1,133,139.65,152.95
349,5,1,1,2,133,139.65,152.95
350,5,1,1,3,133,139.65,152.95
351,5,1,1,4,133,139.65,152.95
352,5,1,1,5,133,139.65,152.95
353,5,1,1,6,133,139.65,152.95
354,5,1,1,7,133,139.65,152.95
355,5,1,1,8,133,139.65,152.95
356,5,1,1,9,133,139.65,152.95
357,5,1,1,10,133,139.65,152.95
358,5,1,1,11,133,139.65,152.95
359,5,1,1,12,133,139.65,152.95
360,5,1,1,13,133,139.65,152.95
361,5,1,2,1,133,139.65,152.95
362,5,1,2,2,133,139.65,152.95
363,5,1,2,3,133,139.65,152.95
364,5,1,2,4,133,139.65,152.95
365,5,1,2,5,133,139.65,152.95
366,5,1,2,6,133,139.65,152.95
367,5,1,2,7,133,139.65,152.95
368,5,1,2,8,133,139.65,152.95
369,5,1,2,9,133,139.65,152.95
370,5,1,2,10,133,139.65,152.95
371,5,1,2,11,133,139.65,152.95
372,5,1,2,12,133,139.65,152.95
373,5,1,2,13,133,139.65,152.95
374,5,1,3,1,133,139.65,152.95
375,5,1,3,2,133,139.65,152.95
376,5,1,3,3,133,139.65,152.95
377,5,1,3,4,133,139.65,152.95
378,5,1,3,5,133,139.65,152.95
379,5,1,3,6,133,139.65,152.95
380,5,1,3,7,133,139.65,152.95
381,5,1,3,8,133,139.65,152.95
382,5,1,3,9,133,139.65,152.95
383,5,1,3,10,133,139.65,152.95
384,5,1,3,11,133,139.65,152.95
385,5,1,3,12,133,139.65,152.95
386,5,1,3,13,133,139.65,152.95
387,5,1,4,1,133,139.65,152.95
388,5,1,4,2,133,139.65,152.95
389,5,1,4,3,133,139.65,152.95
390,5,1,4,4,133,139.65,152.95
391,5,1,4,5,133,139.65,152.95
392,5,1,4,6,133,139.65,152.95
393,5,1,4,7,133,139.65,152.95
394,5,1,4,8,133,139.65,152.95
395,5,1,4,9,133,139.65,152.95
396,5,1,4,10,133,139.65,152.95
397,5,1,4,11,133,139.65,152.95
398,5,1,4,12,133,139.65,152.95
399,5,1,4,13,133,139.65,152.95
400,5,1,5,1,133,139.65,152.95
401,5,1,5,2,133,139.65,152.95
402,5,1,5,3,133,139.65,152.95
403,5,1,5,4,133,139.65,152.95
404,5,1,5,5,133,139.65,152.95
405,5,1,5,6,133,139.65,152.95
406,5,1,5,7,133,139.65,152.95
407,5,1,5,8,133,139.65,152.95
408,5,1,5,9,133,139.65,152.95
409,5,1,5,10,133,139.65,152.95
410,5,1,5,11,133,139.65,152.95
411,5,1,5,12,133,139.65,152.95
412,5,1,5,13,133,139.65,152.95
413,5,1,6,1,133,139.65,152.95
414,5,1,6,2,133,139.65,152.95
415,5,1,6,3,133,139.65,152.95
416,5,1,6,4,133,139.65,152.95
417,5,1,6,5,133,139.65,152.95
418,5,1,6,6,133,139.65,152.95
419,5,1,6,7,133,139.65,152.95
420,5,1,6,8,133,139.65,152.95
421,5,1,6,9,133,139.65,152.95
422,5,1,6,10,133,139.65,152.95
423,5,1,6,11,133,139.65,152.95
424,5,1,6,12,133,139.65,152.95
425,5,1,6,13,133,139.65,152.95
426,5,1,7,1,133,139.65,152.95
427,5,1,7,2,133,139.65,152.95
428,5,1,7,3,133,139.65,152.95
429,5,1,7,4,133,139.65,152.95
430,5,1,7,5,133,139.65,152.95
431,5,1,7,6,133,139.65,152.95
432,5,1,7,7,133,139.65,152.95
433,5,1,7,8,133,139.65,152.95
434,5,1,7,9,133,139.65,152.95
435,5,1,7,10,133,139.65,152.95
436,5,1,7,11,133,139.65,152.95
437,5,1,7,12,133,139.65,152.95
438,5,1,7,13,133,139.65,152.95
439,5,1,8,1,133,139.65,152.95
440,5,1,8,2,133,139.65,152.95
441,5,1,8,3,133,139.65,152.95
442,5,1,8,4,133,139.65,152.95
443,5,1,8,5,133,139.65,152.95
444,5,1,8,6,133,139.65,152.95
445,5,1,8,7,133,139.65,152.95
446,5,1,8,8,133,139.65,152.95
447,5,1,8,9,133,139.65,152.95
448,5,1,8,10,133,139.65,152.95
449,5,1,8,11,133,139.65,152.95
450,5,1,8,12,133,139.65,152.95
451,5,1,8,13,133,139.65,152.95
452,5,1,9,1,133,139.65,152.95
453,5,1,9,2,133,139.65,152.95
454,5,1,9,3,133,139.65,152.95
455,5,1,9,4,133,139.65,152.95
456,5,1,9,5,133,139.65,152.95
457,5,1,9,6,133,139.65,152.95
458,5,1,9,7,133,139.65,152.95
459,5,1,9,8,133,139.65,152.95
460,5,1,9,9,133,139.65,152.95
461,5,1,9,10,133,139.65,152.95
462,5,1,9,11,133,139.65,152.95
463,5,1,9,12,133,139.65,152.95
464,5,1,9,13,133,139.65,152.95
465,5,1,10,1,133,139.65,152.95
466,5,1,10,2,133,139.65,152.95
467,5,1,10,3,133,139.65,152.95
468,5,1,10,4,133,139.65,152.95
469,5,1,10,5,133,139.65,152.95
470,5,1,10,6,133,139.65,152.95
471,5,1,10,7,133,139.65,152.95
472,5,1,10,8,133,139.65,152.95
473,5,1,10,9,133,139.65,152.95
474,5,1,10,10,133,139.65,152.95
475,5,1,10,11,133,139.65,152.95
476,5,1,10,12,133,139.65,152.95
477,5,1,10,13,133,139.65,152.95
478,5,1,11,1,133,139.65,152.95
479,5,1,11,2,133,139.65,152.95
480,5,1,11,3,133,139.65,152.95
481,5,1,11,4,133,139.65,152.95
482,5,1,11,5,133,139.65,152.95
483,5,1,11,6,133,139.65,152.95
484,5,1,11,7,133,139.65,152.95
485,5,1,11,8,133,139.65,152.95
486,5,1,11,9,133,139.65,152.95
487,5,1,11,10,133,139.65,152.95
488,5,1,11,11,133,139.65,152.95
489,5,1,11,12,133,139.65,152.95
490,5,1,11,13,133,139.65,152.95
491,5,1,12,1,133,139.65,152.95
492,5,1,12,2,133,139.65,152.95
493,5,1,12,3,133,139.65,152.95
494,5,1,12,4,133,139.65,152.95
495,5,1,12,5,133,139.65,152.95
496,5,1,12,6,133,139.65,152.95
497,5,1,12,7,133,139.65,152.95
498,5,1,12,8,133,139.65,152.95
499,5,1,12,9,133,139.65,152.95
500,5,1,12,10,133,139.65,152.95
501,5,1,12,11,133,139.65,152.95
502,5,1,12,12,133,139.65,152.95
503,6,1,1,1,127,133.35,146.04999999999998
504,6,1,1,2,127,133.35,146.04999999999998
505,6,1,1,3,127,133.35,146.04999999999998
506,6,1,1,4,127,133.35,146.04999999999998
507,6,1,1,5,127,133.35,146.04999999999998
508,6,1,1,6,127,133.35,146.04999999999998
509,6,1,1,7,127,133.35,146.04999999999998
510,6,1,1,8,127,133.35,146.04999999999998
511,6,1,1,9,127,133.35,146.04999999999998
512,6,1,1,10,127,133.35,146.04999999999998
513,6,1,1,11,127,133.35,146.04999999999998
514,6,1,1,12,127,133.35,146.04999999999998
515,6,1,1,13,127,133.35,146.04999999999998
516,6,1,1,14,127,133.35,146.04999999999998
517,6,1,1,15,127,133.35,146.04999999999998
518,6,1,2,1,127,133.35,146.04999999999998
519,6,1,2,2,127,133.35,146.04999999999998
520,6,1,2,3,127,133.35,146.04999999999998
521,6,1,2,4,127,133.35,146.04999999999998
522,6,1,2,5,127,133.35,146.04999999999998
523,6,1,2,6,127,133.35,146.04999999999998
524,6,1,2,7,127,133.35,146.04999999999998
525,6,1,2,8,127,133.35,146.04999999999998
526,6,1,2,9,127,133.35,146.04999999999998
527,6,1,2,10,127,133.35,146.04999999999998
528,6,1,2,11,127,133.35,146.04999999999998
529,6,1,2,12,127,133.35,146.04999999999998
530,6,1,2,13,127,133.35,146.04999999999998
531,6,1,2,14,127,133.35,146.04999999999998
532,6,1,2,15,127,133.35,146.04999999999998
533,6,1,3,1,127,133.35,146.04999999999998
534,6,1,3,2,127,133.35,146.04999999999998
535,6,1,3,3,127,133.35,146.04999999999998
536,6,1,3,4,127,133.35,146.04999999999998
537,6,1,3,5,127,133.35,146.04999999999998
538,6,1,3,6,127,133.35,146.04999999999998
539,6,1,3,7,127,133.35,146.04999999999998
540,6,1,3,8,127,133.35,146.04999999999998
541,6,1,3,9,127,133.35,146.04999999999998
542,6,1,3,10,127,133.35,146.04999999999998
543,6,1,3,11,127,133.35,146.04999999999998
544,6,1,3,12,127,133.35,146.04999999999998
545,6,1,3,13,127,133.35,146.04999999999998
546,6,1,3,14,127,133.35,146.04999999999998
547,6,1,3,15,127,133.35,146.04999999999998
548,6,1,4,1,127,133.35,146.04999999999998
549,6,1,4,2,127,133.35,146.04999999999998
550,6,1,4,3,127,133.35,146.04999999999998
551,6,1,4,4,127,133.35,146.04999999999998
552,6,1,4,5,127,133.35,146.04999999999998
553,6,1,4,6,127,133.35,146.04999999999998
554,6,1,4,7,127,133.35,146.04999999999998
555,6,1,4,8,127,133.35,146.04999999999998
556,6,1,4,9,127,133.35,146.04999999999998
557,6,1,4,10,127,133.35,146.04999999999998
558,6,1,4,11,127,133.35,146.04999999999998
559,6,1,4,12,127,133.35,146.04999999999998
560,6,1,4,13,127,133.35,146.04999999999998
561,6,1,4,14,127,133.35,146.04999999999998
562,6,1,5,1,127,133.35,146.04999999999998
563,6,1,5,2,127,133.35,146.04999999999998
564,6,1,5,3,127,133.35,146.04999999999998
565,6,1,5,4,127,133.35,146.04999999999998
566,6,1,5,5,127,133.35,146.04999999999998
567,6,1,5,6,127,133.35,146.04999999999998
568,6,1,5,7,127,133.35,146.04999999999998
569,6,1,5,8,127,133.35,146.04999999999998
570,6,1,5,9,127,133.35,146.04999999999998
571,6,1,5,10,127,133.35,146.04999999999998
572,6,1,5,11,127,133.35,146.04999999999998
573,6,1,5,12,127,133.35,146.04999999999998
574,6,1,5,13,127,133.35,146.04999999999998
575,6,1,5,14,127,133.35,146.04999999999998
576,6,1,6,1,127,133.35,146.04999999999998
577,6,1,6,2,127,133.35,146.04999999999998
578,6,1,6,3,127,133.35,146.04999999999998
579,6,1,6,4,127,133.35,146.04999999999998
580,6,1,6,5,127,133.35,146.04999999999998
581,6,1,6,6,127,133.35,146.04999999999998
582,6,1,6,7,127,133.35,146.04999999999998
583,6,1,6,8,127,133.35,146.04999999999998
584,6,1,6,9,127,133.35,146.04999999999998
585,6,1,6,10,127,133.35,146.04999999999998
586,6,1,6,11,127,133.35,146.04999999999998
587,6,1,6,12,127,133.35,146.04999999999998
588,6,1,6,13,127,133.35,146.04999999999998
589,6,1,6,14,127,133.35,146.04999999999998
590,6,1,7,1,127,133.35,146.04999999999998
591,6,1,7,2,127,133.35,146.04999999999998
592,6,1,7,3,127,133.35,146.04999999999998
593,6,1,7,4,127,133.35,146.04999999999998
594,6,1,7,5,127,133.35,146.04999999999998
595,6,1,7,6,127,133.35,146.04999999999998
596,6,1,7,7,127,133.35,146.04999999999998
597,6,1,7,8,127,133.35,146.04999999999998
598,6,1,7,9,127,133.35,146.04999999999998
599,6,1,7,10,127,133.35,146.04999999999998
600,6,1,7,11,127,133.35,146.04999999999998
601,6,1,7,12,127,133.35,146.04999999999998
602,6,1,7,13,127,133.35,146.04999999999998
603,6,1,7,14,127,133.35,146.04999999999998
604,6,1,8,1,127,133.35,146.04999999999998
605,6,1,8,2,127,133.35,146.04999999999998
606,6,1,8,3,127,133.35,146.04999999999998
607,6,1,8,4,127,133.35,146.04999999999998
608,6,1,8,5,127,133.35,146.04999999999998
609,6,1,8,6,127,133.35,146.04999999999998
610,6,1,8,7,127,133.35,146.04999999999998
611,6,1,8,8,127,133.35,146.04999999999998
612,6,1,8,9,127,133.35,146.04999999999998
613,6,1,8,10,127,133.35,146.04999999999998
614,6,1,8,11,127,133.35,146.04999999999998
615,6,1,8,12,127,133.35,146.04999999999998
616,6,1,8,13,127,133.35,146.04999999999998
617,6,1,8,14,127,133.35,146.04999999999998
618,6,1,9,1,127,133.35,146.04999999999998
619,6,1,9,2,127,133.35,146.04999999999998
620,6,1,9,3,127,133.35,146.04999999999998
621,6,1,9,4,127,133.35,146.04999999999998
622,6,1,9,5,127,133.35,146.04999999999998
623,6,1,9,6,127,133.35,146.04999999999998
624,6,1,9,7,127,133.35,146.04999999999998
625,6,1,9,8,127,133.35,146.04999999999998
626,6,1,9,9,127,133.35,146.04999999999998
627,6,1,9,10,127,133.35,146.04999999999998
628,6,1,9,11,127,133.35,146.04999999999998
629,6,1,9,12,127,133.35,146.04999999999998
630,6,1,9,13,127,133.35,146.04999999999998
631,6,1,9,14,127,133.35,146.04999999999998
632,6,1,10,1,127,133.35,146.04999999999998
633,6,1,10,2,127,133.35,146.04999999999998
634,6,1,10,3,127,133.35,146.04999999999998
635,6,1,10,4,127,133.35,146.04999999999998
636,6,1,10,5,127,133.35,146.04999999999998
637,6,1,10,6,127,133.35,146.04999999999998
638,6,1,10,7,127,133.35,146.04999999999998
639,6,1,10,8,127,133.35,146.04999999999998
640,6,1,10,9,127,133.35,146.04999999999998
641,6,1,10,10,127,133.35,146.04999999999998
642,6,1,10,11,127,133.35,146.04999999999998
643,6,1,10,12,127,133.35,146.04999999999998
644,6,1,10,13,127,133.35,146.04999999999998
645,6,1,10,14,127,133.35,146.04999999999998
646,6,1,11,1,127,133.35,146.04999999999998
647,6,1,11,2,127,133.35,146.04999999999998
648,6,1,11,3,127,133.35,146.04999999999998
649,6,1,11,4,127,133.35,146.04999999999998
