"accountID","corporate","season","planType","ticketUsage","tenure","spend","tickets","distance","renewed"
"1CDCTBFR38LP","i","2021","f",0.90541030828841,7,7384,4,1.91142981201431,"nr"
"P60N6RDECCUO","i","2021","f",0.821760072959587,7,7360,4,16.371222473681,"r"
"PPWRFK63LDD7","c","2021","p",0.99139190947637,3,16672,8,0.103862806174196,"r"
"ZODP3BEKHTAI","i","2021","f",0.868474541213363,10,8480,4,16.8534032022581,"r"
"DFJ5UONIR75I","i","2021","f",0.862140795169398,18,11232,4,10.1930423593149,"r"
"J3VIPQLXDIBO","i","2021","f",0.862588648525998,16,10304,4,7.4629618646577,"r"
"L7WPVOUDRUK9","i","2021","p",0.841740311346948,1,1422,2,17.029076507315,"r"
"WMC7DYM03O7R","i","2021","f",0.841752378325909,19,11508,4,6.91908298060298,"r"
"XR6TYPO7Y0KH","c","2021","f",0.993453081224579,13,29644,4,3.75868376344442,"r"
"X8QB1QLP3696","i","2021","f",0.845051107443869,0,6032,4,23.9799220661137,"nr"
"B64O7AV2UAST","i","2021","p",0.908412086414173,4,4240,5,9.42203091457486,"r"
"XC3AJMKO41WO","i","2021","f",0.873458636365831,11,4412,2,24.0754155802045,"nr"
"OB7YARP09K3U","i","2021","p",0.641018482134677,2,4926,6,58.6523687255509,"nr"
"TKZ6CU3DYUG4","i","2021","f",0.847553771398961,8,7636,4,20.8857921591464,"r"
"NBOX36SC58DZ","i","2021","f",0.577155678370036,12,5708,2,49.2363570232816,"r"
"U3ZP0R0N9RZE","i","2021","f",0.716746431426145,4,6624,4,41.139853716499,"r"
"J50YEZZHPFM0","i","2021","p",0.888154129255563,5,5286,6,3.75094406772405,"r"
"2TISYGMGPVV5","c","2021","f",0.887113855895586,9,14800,2,34.0493427130736,"r"
"3GYSLG3LBC48","i","2021","p",0.880458111660555,4,4992,6,0.22647307254374,"r"
"TL8IK2SQ60O8","c","2021","p",0.877220425207634,1,10368,6,29.1243773758189,"r"
"D8GJY2D5RPES","c","2021","f",0.998842233475298,9,27536,4,22.2293270890763,"r"
"NAXCHH0VWN51","i","2021","p",0.641216010693461,1,4266,6,78.0108742191832,"r"
"CJBXB0DDP0X2","i","2021","p",0.722363430145197,1,753,1,67.4877323532041,"nr"
"GYB9HJ256T5J","i","2021","f",0.638937309221365,3,3190,2,52.2550045981771,"nr"
"FLPBAB01EKDL","i","2021","f",0.913285662317649,8,7888,4,25.8463393604819,"r"
"TEPNWXVQB43K","i","2021","p",0.889965060474351,3,805,1,22.173073361341,"r"
"4Q9XUC5K8PMT","c","2021","p",0.981557518141344,3,10270,5,23.3068228651932,"r"
"UG5REJKJNETK","i","2021","p",0.704809953388758,4,922,1,74.9917840818292,"r"
"GM8IUSLUQR24","i","2021","p",0.72529176431708,2,1646,2,29.1221145612126,"r"
"BPJ2U37HCGU7","c","2021","f",0.991364142191596,19,32484,4,7.81561103649437,"r"
"O60224S8UNE1","i","2021","p",0.858035197034478,3,3980,5,4.96879071928561,"r"
"912OKSTDO00U","c","2021","p",0.981216953806579,6,15576,6,2.81990858539939,"r"
"WZIPV7ZZRP9Y","i","2021","f",0.57531993247103,3,3132,2,33.171700228608,"r"
"8GTM7HAMBG58","i","2021","p",0.834178804466501,4,2556,3,5.27713415678591,"r"
"6BPSR17B6PA1","i","2021","p",0.600901329470798,4,1874,2,34.5081223814253,"r"
"MMCZTC967TD5","c","2021","p",0.993393914501648,4,4246,2,24.1462113251141,"r"
"MM7XPCXZT1IO","i","2021","f",0.82136013539508,12,8936,4,9.51751336455345,"nr"
"HJS6V3YK7S3X","i","2021","f",0.686707465676591,5,7308,4,63.532721058456,"r"
"0HHSJW9AZV5S","i","2021","f",0.554748228006065,7,7804,4,112.017958921598,"nr"
"DFER4371NQEG","i","2021","f",0.565110497525893,7,8068,4,42.0694434617586,"r"
"BROT0UKBZYW3","i","2021","f",0.904479906419292,5,3544,2,3.13566375989467,"r"
"6SPWIWXGN0QG","i","2021","p",0.908409416442737,7,2796,3,0.77985142416631,"nr"
"YGUW8FSQIY68","i","2021","p",0.883013234706596,4,5130,6,13.931629685685,"r"
"LUV8EI2YOXTN","i","2021","f",0.890050480756909,16,10428,4,25.5443096010772,"r"
"5AP6HYIP47JF","c","2021","f",0.999461710273754,27,18464,2,6.5724432785064,"r"
"GXDMWM9MQQNC","i","2021","f",0.733699165098369,9,9696,4,49.2694724698491,"nr"
"Q0AD74CPLXAI","i","2021","f",0.861531584504992,10,8504,4,11.0094189690426,"r"
"0A0TY31KV3G0","i","2021","p",0.862170820180327,4,1668,2,7.98545898869634,"r"
"41D0YHL77D5W","i","2021","f",0.907325039990246,15,5068,2,5.7460647309199,"r"
"IBD92LINNDWF","c","2021","p",0.992778526481707,7,21944,8,3.90241422504187,"r"
"KOXIPAHWZHQN","i","2021","p",0.749905692855828,2,2409,3,28.3041655122454,"r"
"H2GYYEHTOCTY","i","2021","f",0.835108131691813,12,4604,2,0.537377383821608,"r"
"7LPC2Y4A50UO","i","2021","f",0.598078212421387,7,7800,4,91.0988898932846,"nr"
"PXUM0H1IT8A0","c","2021","p",0.98445240547182,0,6770,5,1.14382123841544,"r"
"00GZRSPDQR3E","i","2021","p",0.616144896345213,2,1652,2,76.7903993799727,"r"
"N4PSJNE3Y52I","i","2021","p",0.68511283933185,2,4668,6,44.5357932125158,"r"
"L5OEG3UG79BH","i","2021","f",0.868134279698133,15,10176,4,3.81660584360361,"nr"
"CNUNS110DMAR","i","2021","f",0.899644046789035,16,5258,2,15.0784503528121,"r"
"RKG2IM8ITQNC","i","2021","f",0.567431124579161,12,11560,4,74.0738123536031,"r"
"1KC3I9R2KP75","i","2021","f",0.849786840798333,2,5656,4,18.6654221965,"r"
"8GIYCL8M4CKV","i","2021","f",0.836940689785406,7,7428,4,11.8774348217994,"r"
"72Q7GCT253EC","i","2021","f",0.846470786873251,9,3970,2,23.5845641220424,"r"
"WQSVBR9LSV3R","c","2021","p",0.99827320582699,1,9714,6,9.20281089791908,"r"
"9BH3PLVO50YC","i","2021","f",0.834259012853727,9,8224,4,2.48242218978703,"r"
"I6OB3DABRPMM","c","2021","f",0.896947371866554,8,29252,4,28.5037434011476,"r"
"5V3C3LA3EJ6E","i","2021","p",0.851969081107527,5,2649,3,2.50660203862935,"r"
"GCTDX8R4EV40","c","2021","p",0.99951219617622,5,7380,3,5.79401930607855,"nr"
"EVRTS1P0LV02","i","2021","p",0.57653796968516,2,805,1,61.7772087802119,"nr"
"G7SHGB2XGQDE","i","2021","f",0.830738812787458,9,4026,2,6.90907550579403,"nr"
"M9HJWE68IFR4","i","2021","p",0.66961431116797,2,4962,6,61.5828138483311,"r"
"HPMFTXQ4W2VH","i","2021","f",0.648621040349826,11,5438,2,38.1795303759419,"r"
"BI4FY61LFJOR","i","2021","p",0.883458526441827,7,5634,6,3.7465269801513,"r"
"XXNP8EB093LY","i","2021","p",0.729020882188342,2,4100,5,29.1032514429156,"r"
"6P8Z1NBYZVQC","i","2021","p",0.886497532287613,6,4560,5,4.37107083068808,"r"
"TASTZK2DN3YT","c","2021","f",0.992122481998522,7,17720,4,12.5148410903837,"r"
"JZ00MIWP99EO","c","2021","f",0.994328018154483,4,16528,4,4.19114153087139,"nr"
"GWDRGS3HQHFV","c","2021","f",0.890619485499337,5,17156,4,30.5513095319049,"r"
"N9TE8JBFVKPF","i","2021","f",0.89467723143287,0,6000,4,12.1731060463755,"r"
"HR2R5X650S2U","i","2021","p",0.895326152285561,3,1600,2,11.0955273080617,"r"
"7HKT82LLOP44","i","2021","p",0.913760307505727,2,2280,3,19.2501091724262,"r"
"DR0Q5PM21MBF","i","2021","f",0.697229847009294,7,8120,4,40.3595102100138,"r"
"MD16PRLTFF0A","i","2021","p",0.877164204288274,2,4464,6,21.8733421514247,"nr"
"4I1T59JFAYUP","i","2021","p",0.607552482513711,3,858,1,27.8197981157918,"r"
"FROFZDAXXB71","c","2021","f",0.882970107346773,12,33156,4,36.5694593469006,"r"
"79RBQ7NWC1MT","i","2021","p",0.583534469711594,1,4356,6,26.6956462605361,"r"
"OYK6YXRRKAT8","i","2021","p",0.828889385052025,3,4812,6,6.14474971224465,"r"
"00OYROWQU8YN","i","2021","f",0.635381151852198,12,11560,4,81.3603177070062,"nr"
"CHZ62Y1HLDRH","i","2021","f",0.910613660840318,12,4466,2,17.6056290278211,"r"
"1CHGHNTLY7NM","i","2021","p",0.755628546490334,2,4740,6,32.6871833378885,"nr"
"9XZF09T594U3","c","2021","f",0.996280438054819,9,27116,4,19.4588742796927,"r"
"XWL4LBBCS1II","c","2021","p",0.978685043961741,3,10115,5,17.1200382929247,"r"
"351C50PLMFDX","i","2021","f",0.736358589306474,8,9116,4,38.5379424678598,"r"
"PA1LBTZLJH98","i","2021","p",0.830089031979442,1,1434,2,9.88337296298524,"r"
"0ZOKG64OE2T7","i","2021","p",0.731688337726519,2,2490,3,32.0386621902201,"r"
"XT5CG53MOE4E","i","2021","p",0.730298268795013,2,1666,2,43.7470889970765,"r"
"A30FWUF2EPKQ","i","2021","f",0.853911106102168,15,10192,4,11.69058600209,"nr"
"VPC0RF5ALCJ7","c","2021","f",0.984050613031723,16,31224,4,4.98957861587405,"r"
"HG3TIFDR6G7X","i","2021","p",0.872214773083106,1,3235,5,9.66212463565171,"r"
"YZ0U1UE76INR","i","2021","f",0.595187213481404,8,4530,2,64.5614783614319,"r"
"2AS5BVHP62A8","i","2021","f",0.706794497556984,6,7684,4,28.7007964624752,"r"
"81TE7C58NAQN","i","2021","p",0.903590679448098,1,717,1,1.48737983778119,"nr"
"J99HGMWBZ96V","i","2021","p",0.846867670128122,4,4950,6,14.7026785145611,"nr"
"B7FKN9TEET6N","i","2021","f",0.90195346753113,18,11132,4,16.3809358002618,"r"
"XP1M0ATNSPA3","c","2021","p",0.995742959799245,5,14130,6,2.39350311085582,"r"
"BID83QCGNZNF","i","2021","f",0.865610369909555,17,10664,4,19.072383698076,"nr"
"7A8ZZFBL97XX","i","2021","p",0.912095766784623,0,1374,2,2.59484434034675,"r"
"ESMGLNRIXEQR","i","2021","p",0.854979945719242,4,4974,6,13.1952844792977,"r"
"ZOT0ALZI3HNR","c","2021","f",0.982939175171778,18,31988,4,3.88234082755538,"r"
"SNC05LIC7MAJ","c","2021","f",0.993364935670979,16,30984,4,0.115574408322573,"r"
"BYC6B55MPL4P","c","2021","f",0.998328103083186,10,27740,4,1.7851008977741,"r"
"RWDFKWE1AASY","i","2021","f",0.610080716735683,7,8196,4,38.8774385476921,"nr"
"GFVE4TVXRAVH","i","2021","f",0.772518675099127,9,9896,4,39.0958063757483,"nr"
"KMTO8L8YJ12S","c","2021","f",0.986822573773097,23,35060,4,6.49742839112878,"r"
"FA4L4IIJ2SAU","i","2021","f",0.706223772093654,3,3248,2,61.6365929667778,"r"
"LDDCJ7P1E142","i","2021","f",0.688073252304457,4,6860,4,38.0049724212352,"r"
"U422LBI2QO3K","i","2021","f",0.90070121220313,22,6230,2,11.7836085800081,"r"
"QR6PPZLK6IU7","i","2021","p",0.619320317567326,3,862,1,79.2085950970094,"nr"
"O2IT074KDTGT","c","2021","f",0.978813839012291,20,16538,2,0.092532996682524,"r"
"QFGXLH4HAFGS","c","2021","f",0.995225220150314,22,17210,2,3.76205739565194,"r"
"QHK6P9I4VZKS","c","2021","p",0.996527944523841,3,9675,5,1.86147462257553,"r"
"ABKYLSQFHFEY","c","2021","f",0.983896889768075,18,16180,2,5.27296251431108,"r"
"ULE0D6GC29UV","i","2021","p",0.704034602479078,3,5400,6,51.8528081637747,"r"
"WZTMQNLWCTFF","i","2021","p",0.740051539894193,3,1790,2,35.8447051315073,"nr"
"G1UXDTI6PSNB","i","2021","f",0.898795408792794,15,10184,4,4.0684893541038,"r"
"NMK0YGYPY1I9","i","2021","p",0.843059372147545,1,1452,2,12.8554974216968,"nr"
"V7QWK8FH41N6","i","2021","f",0.872106726551428,18,11020,4,5.28004387294545,"r"
"O9OC1ZAO631K","i","2021","p",0.654484438104555,2,783,1,44.274396409554,"r"
"U4PBU8P2GZ5F","i","2021","f",0.565919828251936,8,9312,4,44.739522830699,"nr"
"RT4JSQ0UXMSG","i","2021","p",0.826901986021548,4,4938,6,11.2325828941539,"r"
"70XHTP868X75","i","2021","p",0.740567099722102,2,4854,6,41.4651409896526,"nr"
"KNHX8ET7Z0RW","c","2021","p",0.995804058234207,2,3195,3,9.64309577276836,"r"
"JUM4G65NUNHL","i","2021","p",0.665359940845519,3,5154,6,74.3611165512863,"nr"
"ZUYZGWRHC93B","c","2021","p",0.999712945783976,2,9320,10,6.12273216806352,"r"
"7FM4PR8XT71O","c","2021","f",0.979376083565876,0,15292,4,6.03388431295753,"r"
"AANYOAKUVFJY","i","2021","f",0.710912466514856,2,2932,2,37.8337590290669,"r"
"H8ZPZOBDGGCT","c","2021","f",0.984067328625824,11,14080,2,5.14714668318629,"r"
"TLY229WRGX8R","i","2021","p",0.717320436099544,1,1164,2,31.52400012554,"r"
"6D6EV6AMOLFT","c","2021","f",0.993733161387499,15,30596,4,0.705748619511724,"r"
"5JG89UPOKYIY","c","2021","p",0.983223143371288,6,15114,6,11.9766668262507,"nr"
"7LDT3HA4BHI6","i","2021","f",0.557601082720794,10,5236,2,39.6477894006733,"r"
"62F51H7SH376","i","2021","f",0.661641537980177,7,8076,4,62.1598352280386,"r"
"M629L8P8KM1I","i","2021","f",0.85802230225876,7,7480,4,1.3696230109781,"r"
"4SWRQX0PJ9VY","i","2021","f",0.631919971993193,5,3504,2,41.3672943680052,"nr"
"ZBTKY1JBQSUB","i","2021","p",0.869066701689735,7,1938,2,1.30184826491272,"r"
"JG4YQO8JOM4A","i","2021","p",0.83262722492218,3,816,1,25.6531678923043,"r"
"6JXSMEKLODTA","i","2021","f",0.840421476298943,10,8380,4,20.1126982597634,"nr"
"XN602PEGSTI1","c","2021","f",0.879435367044061,13,16984,2,37.4025725106102,"nr"
"B8FW69BJ9MMP","i","2021","f",0.875832614386454,14,9600,4,1.21411653701216,"r"
"TDY3ZAEFNFP2","i","2021","p",0.738360558194108,1,4182,6,74.7348018884103,"r"
"XAEJ46U8D9WK","i","2021","f",0.67234173482284,7,4050,2,91.1796241203203,"nr"
"7GX77HXLH63Q","c","2021","p",0.991804408621974,5,18832,8,6.81752279028296,"r"
"PLLBWJ06RSZK","c","2021","f",0.985252494784072,30,19388,2,7.4637995492667,"r"
"EHOY0IOLIR1G","i","2021","p",0.710376615636051,3,850,1,31.7110542754147,"r"
"B0BCXE6QM2HE","c","2021","f",0.986237828247249,17,15718,2,6.95292169041932,"r"
"3VNDU7F84327","c","2021","p",0.999435039616656,1,4647,3,4.58541268855333,"r"
"3XW7N4UZ3YCJ","i","2021","p",0.883234839234501,0,3435,5,9.74913950543851,"nr"
"E7TCCRCCUYE2","c","2021","f",0.98452642031014,15,30296,4,13.1156056183006,"r"
"QADP8A68TQJ0","i","2021","f",0.871738802185282,9,8096,4,1.29410302452922,"r"
"PU1VPT88WWTZ","i","2021","f",0.738206892623566,6,7604,4,64.2168340859125,"r"
"YF9N6MHFG0I6","i","2021","f",0.742789129540324,1,2804,2,36.7175738687131,"nr"
"Z7EUEKOQPX1H","i","2021","p",0.825633793901652,2,1512,2,11.7585769761354,"r"
"OQ6DDD1DYBQE","c","2021","p",0.98812572816154,2,8072,8,7.82529464364052,"r"
"D9WAMFOKMQIO","i","2021","f",0.772754487511702,6,7756,4,26.9389482554372,"r"
"U4S6MTIBW27W","c","2021","f",0.996488453173079,16,31112,4,14.8371259192552,"r"
"JIJSSOD69YHN","i","2021","p",0.662136969575658,3,4395,5,29.3937465535913,"r"
"Q0V8TU3OPFES","i","2021","p",0.892865135911852,4,4914,6,15.3337759058923,"r"
"PNBQBZSXJQKP","i","2021","f",0.847995573692024,12,8996,4,2.51673667741411,"nr"
"LC81W8GUTBKO","c","2021","f",0.88299908277113,11,31916,4,52.7852864086184,"r"
"FE5GLCKGFE6T","i","2021","p",0.741364220599644,2,2340,3,31.2289788375113,"r"
"MMQ88KKMDUS3","i","2021","p",0.835242298049852,4,2481,3,0.342096200135974,"r"
"0B5KF2M8PRO6","i","2021","f",0.844576382627711,20,5936,2,3.43162311706692,"r"
"TTRVM997IMQK","i","2021","p",0.562387242680416,1,4542,6,35.6149219615821,"r"
"JX7S41RMUM8N","i","2021","p",0.7237423757324,2,4070,5,56.4477997248001,"r"
"DHZEEIF6OR1K","i","2021","f",0.829311920339242,1,3106,2,13.00830584283,"r"
"LMH3FGKIRMJH","c","2021","f",0.890267618559301,12,33368,4,37.0141309777599,"r"
"3T1SVX39TDP9","i","2021","f",0.825743036055937,13,9544,4,20.5680691218004,"r"
"84BCYRZHVNOH","i","2021","p",0.836923319017514,3,813,1,0.431901912215593,"r"
"KDBALSI8Q2P9","i","2021","p",0.70030111100059,3,2586,3,54.0309250515826,"r"
"4UGK23OEZKX1","i","2021","f",0.867771944468841,1,5848,4,4.94852394795211,"r"
"5T2VYTPCD9HM","i","2021","p",0.638903223932721,2,1648,2,27.5187863676313,"r"
"Y51LHQJL3QGB","i","2021","f",0.899512171037495,6,7276,4,17.1089862333611,"r"
"2GQF6KAN9TPX","i","2021","p",0.711869587865658,3,4390,5,65.6275060176294,"r"
"FX0R3RXV73B1","i","2021","f",0.872989221988246,0,6056,4,0.239683045428399,"r"
"Q9GMYOYK3M8P","i","2021","f",0.847394460700452,10,8492,4,2.76854895986617,"r"
"P0RBRSYCEOE4","i","2021","f",0.581851475825533,8,9328,4,39.895005224875,"r"
"MQ8MEZ0L531P","i","2021","p",0.913655137056485,8,5034,3,8.62086640000688,"nr"
"VA40ARDTSFM8","i","2021","f",0.673336686566472,3,3144,2,40.615521891645,"r"
"6SMODTF1M0KH","c","2021","p",0.982182251955383,0,6950,5,13.3533439631189,"r"
"RH41HF6SJRQT","c","2021","f",0.982667988736648,8,26944,4,11.2469957018818,"r"
"Y6ZN7NH4ULH1","i","2021","f",0.839242145931348,8,7712,4,2.54705315921456,"r"
"VMNIVED6ON07","i","2021","f",0.831711380351335,13,4778,2,26.1494994989101,"r"
"3RJXKDEHEDT6","i","2021","p",0.881401397828013,1,1424,2,0.165850587137311,"r"
"VLAV7VEQBEGM","i","2021","p",0.903885767366737,1,3165,5,10.9016361320391,"r"
"ULM6JDYYSGAB","c","2021","f",0.993733073719777,13,29560,4,4.23648332765716,"r"
"XXC3KL0HNXZV","i","2021","p",0.7398643522989,2,790,1,32.5750084674422,"r"
"IRAM3W3H6JJ6","i","2021","f",0.892615743223578,5,3536,2,14.9629684723914,"r"
"GS802DZBJ8ND","c","2021","f",0.858720451104455,13,34492,4,33.788520649568,"r"
"HMUS5Y1ZRCF9","i","2021","f",0.873646837165579,16,5258,2,1.56610356643796,"r"
"VNP4KZORPR2I","i","2021","f",0.91199099894613,5,6908,4,9.47072770446539,"r"
"PT9QZJGVI1GE","i","2021","f",0.605135321151465,6,7540,4,34.0743849320773,"r"
"DR3WWC8J9FE1","i","2021","f",0.895503519028425,10,8388,4,8.73749122003204,"r"
"ASWUZ2TYX1DO","i","2021","f",0.882752228304744,7,7336,4,8.62354697307368,"r"
"52CPK7F0KC1R","i","2021","p",0.874829244865104,2,1524,2,9.15471390355378,"r"
"OEK658AJUPE4","i","2021","p",0.896767395669594,3,1564,2,13.4601381363338,"r"
"IG9FCP9BPCDX","i","2021","f",0.733535591629334,5,3660,2,27.6934251094509,"r"
"YC98SI6TJZRQ","i","2021","f",0.590673778438941,9,9952,4,65.1609506233971,"r"
"XHO5JGZFP986","i","2021","f",0.695640847156756,8,4540,2,90.7509661675736,"nr"
"76ULKR27JMGQ","i","2021","p",0.746549209393561,2,4668,6,126.721099667068,"nr"
"IP4SU33P3FJL","i","2021","f",0.89150157625787,5,6972,4,4.96879071928561,"r"
"NT7UF7X6NELV","i","2021","p",0.900215036198497,2,1504,2,16.0444893920794,"r"
"Q8GZES1D33JB","i","2021","f",0.820616933358833,12,8972,4,4.62911556009203,"r"
"FWQEJQHBDDZ6","c","2021","f",0.979644608723465,20,33308,4,7.86523721180856,"r"
"HLMEUXRLEYY8","i","2021","p",0.867713708039373,1,739,1,9.11572499200702,"r"
"A6PATBKO3ST9","i","2021","f",0.744725852017291,8,8976,4,42.466685992939,"r"
"YRQA0QHXU83N","i","2021","f",0.877455814080313,13,9240,4,10.3371427115053,"r"
"0JXX7PLP5HYG","i","2021","p",0.822495853547007,6,898,1,4.15282311849296,"r"
"XWQ79V8HSQHL","i","2021","f",0.775174231198616,1,2740,2,32.0670633471075,"r"
"XNW28UJVWK02","i","2021","f",0.895532451737672,9,4080,2,19.691523341462,"nr"
"HXBB3AGKEKT1","c","2021","p",0.978589590741321,4,13542,6,7.89130510948598,"r"
"51FMKWCMDSQ3","i","2021","f",0.668739031627774,9,4894,2,43.9257076413214,"nr"
"OA6AYRNTQRJO","i","2021","p",0.569999983161688,2,1656,2,30.3294787822727,"r"
"SJ8IN7I3Q059","i","2021","f",0.8359755398985,8,7624,4,11.3159876507781,"r"
"08CCPI5DSUAE","i","2021","p",0.885403772266582,5,865,1,15.0784503528121,"r"
"413QSA0QZS16","i","2021","p",0.89566848619841,3,798,1,3.3115501290457,"r"
"4PYM6U61LVR3","i","2021","f",0.861604804536328,4,5276,4,7.1328414324671,"r"
"44D50P0KY02B","c","2021","p",0.990533307248261,2,10866,6,6.85771864838898,"r"
"RA1I47F8NOGJ","i","2021","f",0.887020167922601,8,3924,2,1.65320701897144,"r"
"2XR3ENB95JRA","c","2021","f",0.979382578302175,10,13940,2,12.7995243067469,"r"
"2B5FE6PLHEO4","i","2021","f",0.875293287672102,9,7900,4,7.61963257100433,"r"
"8G5LPCDMZICD","c","2021","f",0.867747957911342,11,16216,2,38.3041412641433,"r"
"U1HBUEOFIZ35","i","2021","f",0.891553840050474,10,8440,4,1.14697624440301,"r"
"BFQLMXO10QQE","i","2021","f",0.569709025230259,11,5442,2,39.6638779888365,"r"
"3LL6QKQ3HJ9E","c","2021","p",0.980000109174289,0,14160,10,2.50001791119576,"r"
"DP7X3E2BE99R","i","2021","f",0.897793726604432,5,3528,2,11.5377080440521,"r"
"6QLA5AE33MKL","c","2021","f",0.981178128761239,17,15802,2,1.12941247636632,"nr"
"1OKHQP3T84WQ","i","2021","f",0.907928806357086,9,3998,2,21.8288015307415,"r"
"UKXYRKK4N9W6","i","2021","p",0.624647816596553,2,782,1,54.4370761023248,"r"
"6VPS9E1B0J0U","i","2021","f",0.894474629824981,1,3096,2,25.1104370410904,"nr"
"C7A1VN8ASVUG","i","2021","f",0.742313760728575,4,6744,4,62.367098459316,"r"
"0TRTWLY3I9JC","i","2021","f",0.848811232643202,14,9736,4,24.5913178885403,"r"
"LQ14RRQEO11W","i","2021","p",0.834006886128336,4,1688,2,25.0114631249021,"r"
"IYDWH0WW9JXK","i","2021","p",0.887708208542317,4,4230,5,15.2574980445206,"r"
"6ZI3TGUFRV5K","c","2021","f",0.996904617382679,10,28120,4,7.69188091345131,"r"
"0ODMGDQNVXYW","i","2021","f",0.912765518147498,21,12020,4,16.371222473681,"nr"
"JXGTA29NL9KM","i","2021","f",0.724379527010024,4,6776,4,135.017510011681,"r"
"BHZD2BHVTPBY","c","2021","f",0.993736563909333,8,26884,4,3.44808867573738,"r"
"37DAQVKXKIA3","i","2021","f",0.597611725283787,9,5002,2,48.9614601035543,"r"
"R3ETT3Y0YI13","i","2021","f",0.581550805084407,9,4884,2,124.889901750218,"r"
"43VMA2Y58J7F","i","2021","p",0.887675301525742,5,5142,6,9.11384322446997,"r"
"HI49L7KI3034","i","2021","f",0.601428027800284,13,6256,2,43.4391983200736,"nr"
"XY3G8SHHYDHZ","i","2021","f",0.828995927842334,9,3960,2,0.0520996110962367,"r"
"BT0GS3B9WVCH","c","2021","p",0.997665025230963,1,9288,6,7.08594274520874,"r"
"KX6NRU6L42TY","i","2021","p",0.778327049082145,3,1684,2,34.7851362772985,"r"
"SNADHLG4N0QN","i","2021","p",0.788954413542524,3,1758,2,38.9314622326258,"r"
"4TSP9X9OTQCM","i","2021","f",0.896073981076479,3,6564,4,6.62202145904303,"r"
"QCOKPOAAQRZ7","c","2021","p",0.981492505366914,7,13590,5,5.8503036852926,"nr"
"KKQMB9CSLQX6","i","2021","f",0.666128841601312,6,7700,4,58.9552166660256,"nr"
"G8391Z5KVTKG","c","2021","p",0.990807854561135,3,4074,2,5.38877163268626,"r"
"JICV0O97VIE3","i","2021","p",0.842968703759834,0,694,1,13.8915503723547,"r"
"FCTLMVG3RJKA","i","2021","p",0.872308006836101,5,5178,6,18.7659849738702,"r"
"OPTU07MC45D3","i","2021","f",0.760675463196822,7,4054,2,51.4028250214584,"r"
"SRLC252B2C80","i","2021","f",0.912333937836811,12,4608,2,12.5906367693096,"r"
"THB565FQOPZ7","i","2021","f",0.828144755885005,3,5456,4,25.1806347047205,"r"
"8VNBVZX78GUJ","c","2021","f",0.876991062576417,3,15956,4,44.6700653251086,"nr"
"DK74SL6X659P","c","2021","f",0.996281821811572,9,27460,4,4.56899373047054,"r"
"L31S6JMDMOSW","c","2021","p",0.98862523289863,2,14336,8,23.1520234857848,"r"
"OGYCUFMUD3WV","i","2021","p",0.62428947116714,3,5250,6,40.6216518288914,"r"
"C4WHZ74U9UR1","c","2021","f",0.979490860104561,19,32856,4,8.2157688383013,"r"
"FE45KXRF767R","i","2021","f",0.822086239717901,15,5024,2,9.4475485291332,"r"
"LBCGYMQHOFUA","i","2021","p",0.839368736669421,5,871,1,25.5928760568116,"r"
"K597CRRXS4CU","i","2021","f",0.852995038600638,2,3178,2,1.39144667889923,"r"
"AWCDGSM7IHHO","c","2021","f",0.989539798994083,18,31960,4,2.75675852091673,"r"
